entity_text,entity_type,start_pos,end_pos,sentence,before_context,after_context,is_historical_location,confidence_score,latitude,longitude,march_id,march_name,sentence_id,page,page_quality,sentence_index,char_count,word_count,has_narrative_value,sentence_type,potential_locations,location_count,potential_dates,date_count,has_emotion_keywords,text_normalized,text_cleaned,tokens,lemmatized,token_count,preserved_keywords,keyword_count,has_emotion_words,is_informative,location_name,mention_count,emotions,emotion_words,sentiment_score,sentiment_label,emotion_intensity,bert_emotions,bert_top_emotions,combined_emotions,analysis_method
Jesselton,GPE,36,45,"Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.","Consequently, before he returned to",", he agreed with Hoshijima’s proposal that they sh",True,1.0,,,,,777,34,100,6,239,38,True,location_reference,Ranau,1,,0,False,"Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.","Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.",consequently returned jesselton agreed hoshijima ’ proposal shifted not ranau kemansi large japanese-owned estate lower reaches labuk river easily accessible boat,consequently returned jesselton agreed hoshijima ’ proposal shifted not ranau kemansi large japanese-owned estate lower reach labuk river easily accessible boat,21,"ranau, river",2,True,True,Jesselton,31,[],[],0.29464285714285715,positive,0.0,"{'neutral': 0.9199656844139099, 'disgust': 0.018703356385231018, 'anger': 0.017309922724962234, 'fear': 0.01196774747222662, 'surprise': 0.011614209972321987, 'sadness': 0.0114812096580863, 'joy': 0.008957809768617153}",['neutral'],['neutral'],bert_only
Ranau,GPE,119,124,"Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.","ma’s proposal that they should be shifted, not to",", but to Kemansi, a large Japanese-owned estate on",True,1.0,116.676557,5.959678,2.0,Second March,777,34,100,6,239,38,True,location_reference,Ranau,1,,0,False,"Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.","Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.",consequently returned jesselton agreed hoshijima ’ proposal shifted not ranau kemansi large japanese-owned estate lower reaches labuk river easily accessible boat,consequently returned jesselton agreed hoshijima ’ proposal shifted not ranau kemansi large japanese-owned estate lower reach labuk river easily accessible boat,21,"ranau, river",2,True,True,Ranau,228,[],[],0.26785714285714285,positive,0.0,"{'neutral': 0.7934705018997192, 'joy': 0.05064398795366287, 'anger': 0.042854104191064835, 'surprise': 0.03670228272676468, 'sadness': 0.032290179282426834, 'fear': 0.02219429612159729, 'disgust': 0.021844757720828056}",['neutral'],['neutral'],bert_only
Kemansi,GPE,133,140,"Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.","that they should be shifted, not to Ranau, but to",", a large Japanese-owned estate on the lower reach",True,1.0,117.173106,5.629997,2.0,Second March,777,34,100,6,239,38,True,location_reference,Ranau,1,,0,False,"Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.","Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.",consequently returned jesselton agreed hoshijima ’ proposal shifted not ranau kemansi large japanese-owned estate lower reaches labuk river easily accessible boat,consequently returned jesselton agreed hoshijima ’ proposal shifted not ranau kemansi large japanese-owned estate lower reach labuk river easily accessible boat,21,"ranau, river",2,True,True,Kemansi,10,[],[],0.26785714285714285,positive,0.0,"{'neutral': 0.8448756337165833, 'surprise': 0.03188028559088707, 'anger': 0.031096715480089188, 'joy': 0.030555473640561104, 'sadness': 0.02733948826789856, 'fear': 0.019491808488965034, 'disgust': 0.01476060040295124}",['neutral'],['neutral'],bert_only
the Labuk River,LOC,196,211,"Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.",rge Japanese-owned estate on the lower reaches of,", easily accessible by boat.",False,1.0,,,,,777,34,100,6,239,38,True,location_reference,Ranau,1,,0,False,"Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.","Consequently, before he returned to Jesselton, he agreed with Hoshijima’s proposal that they should be shifted, not to Ranau, but to Kemansi, a large Japanese-owned estate on the lower reaches of the Labuk River, easily accessible by boat.",consequently returned jesselton agreed hoshijima ’ proposal shifted not ranau kemansi large japanese-owned estate lower reaches labuk river easily accessible boat,consequently returned jesselton agreed hoshijima ’ proposal shifted not ranau kemansi large japanese-owned estate lower reach labuk river easily accessible boat,21,"ranau, river",2,True,True,the Labuk River,5,[],[],0.32142857142857145,positive,0.0,"{'neutral': 0.7273750901222229, 'joy': 0.10931675136089325, 'sadness': 0.0432228222489357, 'surprise': 0.04205653816461563, 'anger': 0.03525003045797348, 'fear': 0.02754475548863411, 'disgust': 0.015234066173434258}",['neutral'],['neutral'],bert_only
Morotai,GPE,63,70,"On 26 April, the day before the Australian invasion force left Morotai to retake Tarakan, Hoshijima received two sets of marching orders — the POWs’ and his own.",the day before the Australian invasion force left,"to retake Tarakan, Hoshijima received two sets of",False,1.0,,,,,778,34,100,7,161,28,False,general,,0,,0,False,"On 26 April, the day before the Australian invasion force left Morotai to retake Tarakan, Hoshijima received two sets of marching orders — the POWs’ and his own.","On 26 April, the day before the Australian invasion force left Morotai to retake Tarakan, Hoshijima received two sets of marching orders — the POWs’ and his own.",26 april day australian invasion force left morotai retake tarakan hoshijima received two sets marching orders pows,26 april day australian invasion force left morotai retake tarakan hoshijima received two set marching order pow,17,australian,1,True,True,Morotai,12,[],[],0.12,positive,0.0,"{'joy': 0.4056280851364136, 'neutral': 0.33452752232551575, 'surprise': 0.12232546508312225, 'anger': 0.07866780459880829, 'disgust': 0.02345808781683445, 'sadness': 0.02154747024178505, 'fear': 0.013845596462488174}","['joy', 'neutral']","['neutral', 'joy']",bert_only
Tarakan,GPE,81,88,"On 26 April, the day before the Australian invasion force left Morotai to retake Tarakan, Hoshijima received two sets of marching orders — the POWs’ and his own.",Australian invasion force left Morotai to retake,", Hoshijima received two sets of marching orders —",False,1.0,,,,,778,34,100,7,161,28,False,general,,0,,0,False,"On 26 April, the day before the Australian invasion force left Morotai to retake Tarakan, Hoshijima received two sets of marching orders — the POWs’ and his own.","On 26 April, the day before the Australian invasion force left Morotai to retake Tarakan, Hoshijima received two sets of marching orders — the POWs’ and his own.",26 april day australian invasion force left morotai retake tarakan hoshijima received two sets marching orders pows,26 april day australian invasion force left morotai retake tarakan hoshijima received two set marching order pow,17,australian,1,True,True,Tarakan,5,[],[],0.12,positive,0.0,"{'neutral': 0.7665523290634155, 'surprise': 0.0748390331864357, 'anger': 0.05412037670612335, 'joy': 0.05056772753596306, 'disgust': 0.022773263975977898, 'sadness': 0.02172316424548626, 'fear': 0.009424101561307907}",['neutral'],['neutral'],bert_only
Kemansi,GPE,45,52,The first confirmed the POWs were to move to Kemansi as he had suggested and he sent Moritake and two guards to organise atap to build the necessary accommodation.,The first confirmed the POWs were to move to,as he had suggested and he sent Moritake and two,True,1.0,117.173106,5.629997,2.0,Second March,779,34,100,8,163,29,False,general,,0,,0,False,The first confirmed the POWs were to move to Kemansi as he had suggested and he sent Moritake and two guards to organise atap to build the necessary accommodation.,The first confirmed the POWs were to move to Kemansi as he had suggested and he sent Moritake and two guards to organise atap to build the necessary accommodation.,first confirmed pows move kemansi suggested sent moritake two guards organise atap build necessary accommodation,first confirmed pow move kemansi suggested sent moritake two guard organise atap build necessary accommodation,15,,0,False,True,Kemansi,10,[],[],0.26,positive,0.0,"{'neutral': 0.7008979320526123, 'joy': 0.13751091063022614, 'surprise': 0.05038641393184662, 'fear': 0.047067515552043915, 'anger': 0.030887823551893234, 'sadness': 0.02803853526711464, 'disgust': 0.005210906267166138}",['neutral'],['neutral'],bert_only
Sandakan,GPE,1,9,"_Sandakan: A Conspiracy of Silence_ Lieutenant-General Yamawaki and Major-General Manaki deliberately withheld food, drugs and medical supplies from the POWs, but it was Hoshijima who had stopped supplying rice to the prisoners three months before being officially ordered to do so.",_,: A Conspiracy of Silence_ Lieutenant-General Yama,True,0.95,118.087115,5.86873,3.0,Third March,794,35,100,0,282,41,False,general,,0,,0,False,"_Sandakan: A Conspiracy of Silence_ Lieutenant-General Yamawaki and Major-General Manaki deliberately withheld food, drugs and medical supplies from the POWs, but it was Hoshijima who had stopped supplying rice to the prisoners three months before being officially ordered to do so.","_Sandakan: A Conspiracy of Silence_ Lieutenant-General Yamawaki and Major-General Manaki deliberately withheld food, drugs and medical supplies from the POWs, but it was Hoshijima who had stopped supplying rice to the prisoners three months before being officially ordered to do so.",_sandakan conspiracy silence_ lieutenant-general yamawaki major-general manaki deliberately withheld food drugs medical supplies pows hoshijima stopped supplying rice prisoners three months officially ordered,_sandakan conspiracy silence_ lieutenant-general yamawaki major-general manaki deliberately withheld food drug medical supply pow hoshijima stopped supplying rice prisoner three month officially ordered,23,,0,False,True,Sandakan,248,['hunger'],"[('food', ['hunger'])]",0.0,neutral,0.047619047619047616,"{'anger': 0.8544635772705078, 'disgust': 0.0441385842859745, 'sadness': 0.036318592727184296, 'neutral': 0.028830131515860558, 'fear': 0.02697889320552349, 'surprise': 0.006563527509570122, 'joy': 0.002706764731556177}",['anger'],"['hunger', 'anger']",hybrid
Sandakan,GPE,63,71,"It was later claimed that the shortage of food was a result of Sandakan being cut off from the rest of the South-East Asian Co-Prosperity Sphere, and that medical supplies were unprocurable.",claimed that the shortage of food was a result of,being cut off from the rest of the South-East Asi,True,1.0,118.087115,5.86873,3.0,Third March,795,35,100,1,190,32,True,location_reference,Sandakan,1,,0,False,"It was later claimed that the shortage of food was a result of Sandakan being cut off from the rest of the South-East Asian Co-Prosperity Sphere, and that medical supplies were unprocurable.","It was later claimed that the shortage of food was a result of Sandakan being cut off from the rest of the South-East Asian Co-Prosperity Sphere, and that medical supplies were unprocurable.",later claimed shortage food result sandakan cut rest south-east asian co-prosperity sphere medical supplies unprocurable,later claimed shortage food result sandakan cut rest south-east asian co-prosperity sphere medical supply unprocurable,15,sandakan,1,True,True,Sandakan,248,['hunger'],"[('food', ['hunger']), ('food', ['hunger'])]",0.0,neutral,0.1,"{'sadness': 0.43869632482528687, 'neutral': 0.28024378418922424, 'anger': 0.13733810186386108, 'disgust': 0.11979594826698303, 'surprise': 0.01260304357856512, 'fear': 0.008184529840946198, 'joy': 0.00313824531622231}",['sadness'],"['hunger', 'sadness']",hybrid
the South-East Asian Co-Prosperity Sphere,LOC,103,144,"It was later claimed that the shortage of food was a result of Sandakan being cut off from the rest of the South-East Asian Co-Prosperity Sphere, and that medical supplies were unprocurable.",result of Sandakan being cut off from the rest of,", and that medical supplies were unprocurable.",False,1.0,,,,,795,35,100,1,190,32,True,location_reference,Sandakan,1,,0,False,"It was later claimed that the shortage of food was a result of Sandakan being cut off from the rest of the South-East Asian Co-Prosperity Sphere, and that medical supplies were unprocurable.","It was later claimed that the shortage of food was a result of Sandakan being cut off from the rest of the South-East Asian Co-Prosperity Sphere, and that medical supplies were unprocurable.",later claimed shortage food result sandakan cut rest south-east asian co-prosperity sphere medical supplies unprocurable,later claimed shortage food result sandakan cut rest south-east asian co-prosperity sphere medical supply unprocurable,15,sandakan,1,True,True,the South-East Asian Co-Prosperity Sphere,2,['hunger'],"[('food', ['hunger'])]",0.0,neutral,0.05,"{'anger': 0.2679048180580139, 'disgust': 0.2500022351741791, 'sadness': 0.2476736307144165, 'neutral': 0.20465372502803802, 'surprise': 0.013891205191612244, 'fear': 0.011537984944880009, 'joy': 0.004336382262408733}",[],['hunger'],hybrid
Ranau,GPE,54,59,"All POWs, regardless of their condition, must move to Ranau as previously ordered.","POWs, regardless of their condition, must move to",as previously ordered.,True,1.0,116.676557,5.959678,2.0,Second March,804,35,100,10,82,13,True,location_reference,Ranau,1,,0,False,"All POWs, regardless of their condition, must move to Ranau as previously ordered.","All POWs, regardless of their condition, must move to Ranau as previously ordered.",pows regardless condition move ranau previously ordered,pow regardless condition move ranau previously ordered,7,ranau,1,True,True,Ranau,228,[],[],-0.16666666666666666,negative,0.0,"{'neutral': 0.9326266050338745, 'sadness': 0.025198178365826607, 'surprise': 0.010249690152704716, 'disgust': 0.009898587130010128, 'anger': 0.009407663717865944, 'fear': 0.008628619834780693, 'joy': 0.003990647383034229}",['neutral'],['neutral'],bert_only
Kemansi,GPE,49,56,The reason given was insufficient food stocks at Kemansi but Army headquarters were well aware that the Sandakan-Ranau track was extracting a frightful toll.,The reason given was insufficient food stocks at,but Army headquarters were well aware that the Sa,True,1.0,117.173106,5.629997,2.0,Second March,805,35,100,11,157,24,True,location_reference,"Sandakan, Ranau",2,,0,False,The reason given was insufficient food stocks at Kemansi but Army headquarters were well aware that the Sandakan-Ranau track was extracting a frightful toll.,The reason given was insufficient food stocks at Kemansi but Army headquarters were well aware that the Sandakan-Ranau track was extracting a frightful toll.,reason given insufficient food stocks kemansi army headquarters well aware sandakan-ranau track extracting frightful toll,reason given insufficient food stock kemansi army headquarters well aware sandakan-ranau track extracting frightful toll,15,,0,False,True,Kemansi,10,['hunger'],"[('food', ['hunger']), ('food', ['hunger'])]",0.25,positive,0.08333333333333333,"{'fear': 0.9923220276832581, 'neutral': 0.001956638414412737, 'surprise': 0.0015248650452122092, 'anger': 0.0013306146720424294, 'sadness': 0.0012237208429723978, 'joy': 0.0010176163632422686, 'disgust': 0.0006246138364076614}",['fear'],"['fear', 'hunger']",hybrid
Sandakan,GPE,104,112,The reason given was insufficient food stocks at Kemansi but Army headquarters were well aware that the Sandakan-Ranau track was extracting a frightful toll.,si but Army headquarters were well aware that the,-Ranau track was extracting a frightful toll.,True,1.0,118.087115,5.86873,3.0,Third March,805,35,100,11,157,24,True,location_reference,"Sandakan, Ranau",2,,0,False,The reason given was insufficient food stocks at Kemansi but Army headquarters were well aware that the Sandakan-Ranau track was extracting a frightful toll.,The reason given was insufficient food stocks at Kemansi but Army headquarters were well aware that the Sandakan-Ranau track was extracting a frightful toll.,reason given insufficient food stocks kemansi army headquarters well aware sandakan-ranau track extracting frightful toll,reason given insufficient food stock kemansi army headquarters well aware sandakan-ranau track extracting frightful toll,15,,0,False,True,Sandakan,248,['hunger'],"[('food', ['hunger'])]",0.25,positive,0.043478260869565216,"{'fear': 0.9928261041641235, 'neutral': 0.001800645375624299, 'surprise': 0.0014903619885444641, 'anger': 0.001220022328197956, 'sadness': 0.0011276300065219402, 'joy': 0.0009288768051192164, 'disgust': 0.0006064704502932727}",['fear'],"['fear', 'hunger']",hybrid
Ranau,GPE,113,118,The reason given was insufficient food stocks at Kemansi but Army headquarters were well aware that the Sandakan-Ranau track was extracting a frightful toll.,my headquarters were well aware that the Sandakan-,track was extracting a frightful toll.,True,0.95,116.676557,5.959678,2.0,Second March,805,35,100,11,157,24,True,location_reference,"Sandakan, Ranau",2,,0,False,The reason given was insufficient food stocks at Kemansi but Army headquarters were well aware that the Sandakan-Ranau track was extracting a frightful toll.,The reason given was insufficient food stocks at Kemansi but Army headquarters were well aware that the Sandakan-Ranau track was extracting a frightful toll.,reason given insufficient food stocks kemansi army headquarters well aware sandakan-ranau track extracting frightful toll,reason given insufficient food stock kemansi army headquarters well aware sandakan-ranau track extracting frightful toll,15,,0,False,True,Ranau,228,['hunger'],"[('food', ['hunger'])]",0.25,positive,0.047619047619047616,"{'fear': 0.9945337772369385, 'surprise': 0.001208162633702159, 'anger': 0.0011597126722335815, 'neutral': 0.000928724417462945, 'joy': 0.000904230575542897, 'sadness': 0.0008603819296695292, 'disgust': 0.0004048850678373128}",['fear'],"['fear', 'hunger']",hybrid
Sandakan,GPE,66,74,"Of the eight Japanese battalions ordered to make the journey from Sandakan to Jesselton, 8500 died.",anese battalions ordered to make the journey from,"to Jesselton, 8500 died.",True,1.0,118.087115,5.86873,3.0,Third March,806,35,100,12,99,16,True,casualty,Sandakan,1,,0,False,"Of the eight Japanese battalions ordered to make the journey from Sandakan to Jesselton, 8500 died.","Of the eight Japanese battalions ordered to make the journey from Sandakan to Jesselton, 8500 died.",eight japanese battalions ordered make journey sandakan jesselton 8500 died,eight japanese battalion ordered make journey sandakan jesselton 8500 died,10,"japanese, journey, sandakan, died",4,True,True,Sandakan,248,['death'],"[('died', ['death']), ('died', ['death'])]",0.0,neutral,0.125,"{'sadness': 0.8735672831535339, 'neutral': 0.052471574395895004, 'surprise': 0.048091206699609756, 'anger': 0.011500420048832893, 'fear': 0.004923147615045309, 'joy': 0.004803057760000229, 'disgust': 0.004643229302018881}",['sadness'],"['sadness', 'death']",hybrid
Jesselton,GPE,78,87,"Of the eight Japanese battalions ordered to make the journey from Sandakan to Jesselton, 8500 died.",ions ordered to make the journey from Sandakan to,", 8500 died.",True,1.0,,,,,806,35,100,12,99,16,True,casualty,Sandakan,1,,0,False,"Of the eight Japanese battalions ordered to make the journey from Sandakan to Jesselton, 8500 died.","Of the eight Japanese battalions ordered to make the journey from Sandakan to Jesselton, 8500 died.",eight japanese battalions ordered make journey sandakan jesselton 8500 died,eight japanese battalion ordered make journey sandakan jesselton 8500 died,10,"japanese, journey, sandakan, died",4,True,True,Jesselton,31,['death'],"[('died', ['death']), ('died', ['death'])]",0.0,neutral,0.13333333333333333,"{'sadness': 0.8816727995872498, 'neutral': 0.06259554624557495, 'surprise': 0.0339704304933548, 'anger': 0.008910899981856346, 'disgust': 0.005266905762255192, 'fear': 0.0039118449203670025, 'joy': 0.0036715909373015165}",['sadness'],"['sadness', 'death']",hybrid
Sandakan,GPE,57,65,"Earlier that month Major-General Akashi had marched from Sandakan to Ranau with 150 cavalrymen, only to have 90 perish on the way.",that month Major-General Akashi had marched from,"to Ranau with 150 cavalrymen, only to have 90 per",True,1.0,118.087115,5.86873,3.0,Third March,807,35,100,13,130,22,True,movement,"Sandakan, Ranau",2,,0,False,"Earlier that month Major-General Akashi had marched from Sandakan to Ranau with 150 cavalrymen, only to have 90 perish on the way.","Earlier that month Major-General Akashi had marched from Sandakan to Ranau with 150 cavalrymen, only to have 90 perish on the way.",earlier month major-general akashi marched sandakan ranau 150 cavalrymen 90 perish way,earlier month major-general akashi marched sandakan ranau 150 cavalryman 90 perish way,12,"marched, sandakan, ranau",3,True,True,Sandakan,248,[],[],0.0,neutral,0.0,"{'surprise': 0.36044564843177795, 'sadness': 0.3136543929576874, 'neutral': 0.1716751903295517, 'fear': 0.08387286961078644, 'anger': 0.054163865745067596, 'disgust': 0.010601342655718327, 'joy': 0.005586716812103987}","['surprise', 'sadness']","['surprise', 'sadness']",bert_only
Ranau,GPE,69,74,"Earlier that month Major-General Akashi had marched from Sandakan to Ranau with 150 cavalrymen, only to have 90 perish on the way.",Major-General Akashi had marched from Sandakan to,"with 150 cavalrymen, only to have 90 perish on th",True,1.0,116.676557,5.959678,2.0,Second March,807,35,100,13,130,22,True,movement,"Sandakan, Ranau",2,,0,False,"Earlier that month Major-General Akashi had marched from Sandakan to Ranau with 150 cavalrymen, only to have 90 perish on the way.","Earlier that month Major-General Akashi had marched from Sandakan to Ranau with 150 cavalrymen, only to have 90 perish on the way.",earlier month major-general akashi marched sandakan ranau 150 cavalrymen 90 perish way,earlier month major-general akashi marched sandakan ranau 150 cavalryman 90 perish way,12,"marched, sandakan, ranau",3,True,True,Ranau,228,[],[],0.0,neutral,0.0,"{'fear': 0.4616178870201111, 'sadness': 0.30878111720085144, 'surprise': 0.1020163744688034, 'neutral': 0.07389114797115326, 'anger': 0.032820384949445724, 'disgust': 0.014018641784787178, 'joy': 0.006854437291622162}","['fear', 'sadness']","['fear', 'sadness']",bert_only
Jesselton,GPE,97,106,"The Okumura Battalion, which was forced, because of a mix-up in operational plans, to march from Jesselton to Sandakan and then back again, lost 889 of its 1025 men, while the 2150-strong Iemura Battalion, travelling from east to west only, lost 1226.","e of a mix-up in operational plans, to march from","to Sandakan and then back again, lost 889 of its",True,1.0,,,,,808,35,100,14,251,42,True,location_reference,Sandakan,1,,0,False,"The Okumura Battalion, which was forced, because of a mix-up in operational plans, to march from Jesselton to Sandakan and then back again, lost 889 of its 1025 men, while the 2150-strong Iemura Battalion, travelling from east to west only, lost 1226.","The Okumura Battalion, which was forced, because of a mix-up in operational plans, to march from Jesselton to Sandakan and then back again, lost 889 of its 1025 men, while the 2150-strong Iemura Battalion, travelling from east to west only, lost 1226.",okumura battalion forced mix-up operational plans march jesselton sandakan back lost 889 1025 men 2150-strong iemura battalion travelling east west lost 1226,okumura battalion forced mix-up operational plan march jesselton sandakan back lost 889 1025 men 2150-strong iemura battalion travelling east west lost 1226,22,"march, sandakan",2,True,True,Jesselton,31,[],[],-0.07500000000000001,neutral,0.0,"{'sadness': 0.8763023018836975, 'neutral': 0.05514231696724892, 'surprise': 0.037570320069789886, 'anger': 0.016233721747994423, 'fear': 0.005424091592431068, 'disgust': 0.0051383995451033115, 'joy': 0.004188758786767721}",['sadness'],['sadness'],bert_only
Sandakan,GPE,110,118,"The Okumura Battalion, which was forced, because of a mix-up in operational plans, to march from Jesselton to Sandakan and then back again, lost 889 of its 1025 men, while the 2150-strong Iemura Battalion, travelling from east to west only, lost 1226.","in operational plans, to march from Jesselton to","and then back again, lost 889 of its 1025 men, wh",True,1.0,118.087115,5.86873,3.0,Third March,808,35,100,14,251,42,True,location_reference,Sandakan,1,,0,False,"The Okumura Battalion, which was forced, because of a mix-up in operational plans, to march from Jesselton to Sandakan and then back again, lost 889 of its 1025 men, while the 2150-strong Iemura Battalion, travelling from east to west only, lost 1226.","The Okumura Battalion, which was forced, because of a mix-up in operational plans, to march from Jesselton to Sandakan and then back again, lost 889 of its 1025 men, while the 2150-strong Iemura Battalion, travelling from east to west only, lost 1226.",okumura battalion forced mix-up operational plans march jesselton sandakan back lost 889 1025 men 2150-strong iemura battalion travelling east west lost 1226,okumura battalion forced mix-up operational plan march jesselton sandakan back lost 889 1025 men 2150-strong iemura battalion travelling east west lost 1226,22,"march, sandakan",2,True,True,Sandakan,248,[],[],-0.07500000000000001,neutral,0.0,"{'sadness': 0.8676601052284241, 'neutral': 0.05896594747900963, 'surprise': 0.04043377935886383, 'anger': 0.017660219222307205, 'disgust': 0.00712229311466217, 'fear': 0.004271822981536388, 'joy': 0.003885851940140128}",['sadness'],['sadness'],bert_only
Sandakan,GPE,9,17,"Although Sandakan had been bombed and strafed on a number of occasions, this was the first time since October that the camp had been a deliberate target — a target which the pilots concluded was now quite safe to attack.",Although,had been bombed and strafed on a number of occasi,True,1.0,118.087115,5.86873,3.0,Third March,813,35,100,19,220,40,True,location_reference,Sandakan,1,,0,False,"Although Sandakan had been bombed and strafed on a number of occasions, this was the first time since October that the camp had been a deliberate target — a target which the pilots concluded was now quite safe to attack.","Although Sandakan had been bombed and strafed on a number of occasions, this was the first time since October that the camp had been a deliberate target — a target which the pilots concluded was now quite safe to attack.",sandakan bombed strafed number occasions first time october camp deliberate target target pilots concluded quite safe attack,sandakan bombed strafed number occasion first time october camp deliberate target target pilot concluded quite safe attack,17,"sandakan, camp",2,True,True,Sandakan,248,[],[],0.375,positive,0.0,"{'joy': 0.4259280264377594, 'neutral': 0.2885216474533081, 'fear': 0.11819464713335037, 'anger': 0.07572586834430695, 'disgust': 0.05787353590130806, 'surprise': 0.024997249245643616, 'sadness': 0.008759022690355778}",['joy'],['joy'],bert_only
Ranau,GPE,116,121,"On 27 May the Australians and Americans, acting upon information supplied by Gort Chester that all POWs were now in Ranau and the Japanese garrison at Sandakan was on the move, launched a massive combined aerial-naval attack on Sandakan.",upplied by Gort Chester that all POWs were now in,and the Japanese garrison at Sandakan was on the,True,1.0,116.676557,5.959678,2.0,Second March,838,36,100,23,237,39,True,location_reference,"Ranau, Sandakan, Sandakan",3,,0,False,"On 27 May the Australians and Americans, acting upon information supplied by Gort Chester that all POWs were now in Ranau and the Japanese garrison at Sandakan was on the move, launched a massive combined aerial-naval attack on Sandakan.","On 27 May the Australians and Americans, acting upon information supplied by Gort Chester that all POWs were now in Ranau and the Japanese garrison at Sandakan was on the move, launched a massive combined aerial-naval attack on Sandakan.",27 australians americans acting information supplied gort chester pows ranau japanese garrison sandakan move launched massive combined aerial-naval attack sandakan,27 australian american acting information supplied gort chester pow ranau japanese garrison sandakan move launched massive combined aerial-naval attack sandakan,20,"ranau, japanese, sandakan, sandakan",4,True,True,Ranau,228,[],[],0.0,neutral,0.0,"{'neutral': 0.3787849247455597, 'fear': 0.27344632148742676, 'surprise': 0.1795351356267929, 'anger': 0.09884423017501831, 'sadness': 0.034928154200315475, 'joy': 0.02327670156955719, 'disgust': 0.011184572242200375}",['neutral'],['neutral'],bert_only
Sandakan,GPE,151,159,"On 27 May the Australians and Americans, acting upon information supplied by Gort Chester that all POWs were now in Ranau and the Japanese garrison at Sandakan was on the move, launched a massive combined aerial-naval attack on Sandakan.",Ws were now in Ranau and the Japanese garrison at,"was on the move, launched a massive combined aeri",True,1.0,118.087115,5.86873,3.0,Third March,838,36,100,23,237,39,True,location_reference,"Ranau, Sandakan, Sandakan",3,,0,False,"On 27 May the Australians and Americans, acting upon information supplied by Gort Chester that all POWs were now in Ranau and the Japanese garrison at Sandakan was on the move, launched a massive combined aerial-naval attack on Sandakan.","On 27 May the Australians and Americans, acting upon information supplied by Gort Chester that all POWs were now in Ranau and the Japanese garrison at Sandakan was on the move, launched a massive combined aerial-naval attack on Sandakan.",27 australians americans acting information supplied gort chester pows ranau japanese garrison sandakan move launched massive combined aerial-naval attack sandakan,27 australian american acting information supplied gort chester pow ranau japanese garrison sandakan move launched massive combined aerial-naval attack sandakan,20,"ranau, japanese, sandakan, sandakan",4,True,True,Sandakan,248,[],[],0.0,neutral,0.0,"{'fear': 0.4662770628929138, 'neutral': 0.24628828465938568, 'anger': 0.13081520795822144, 'surprise': 0.09997539222240448, 'joy': 0.027900246903300285, 'sadness': 0.018138276413083076, 'disgust': 0.01060547772794962}",['fear'],['fear'],bert_only
